Stagione,Data,Ora,Casa,Ospite,GolCasa,GolOspite,Esito,Arbitro,Giornata,QuartoUomo,Var,Avar,FalliCasa,FalliOspite,GialliCasa,GialliOspite,RossiCasa,RossiOspite
2025/26,21/11/2025,19:30,Mainz,Hoffenheim,1,1,D,,,,,,13,13,3,2,1,0
2025/26,22/11/2025,14:30,Augsburg,Hamburg,1,0,H,,,,,,13,10,2,3,1,0
2025/26,22/11/2025,14:30,Bayern Munich,Freiburg,6,2,H,,,,,,9,7,1,0,0,0
2025/26,22/11/2025,14:30,Dortmund,Stuttgart,3,3,D,,,,,,12,10,1,1,0,0
2025/26,22/11/2025,17:30,FC Koln,Ein Frankfurt,3,4,A,,,,,,6,5,0,0,0,0
2025/26,22/11/2025,14:30,Heidenheim,M'gladbach,0,3,A,,,,,,13,12,2,0,0,0
2025/26,22/11/2025,14:30,Wolfsburg,Leverkusen,1,3,A,,,,,,12,7,2,1,0,0
2025/26,23/11/2025,14:30,RB Leipzig,Werder Bremen,2,0,H,,,,,,5,7,1,2,0,0
2025/26,23/11/2025,16:30,St Pauli,Union Berlin,0,1,A,,,,,,10,8,1,1,0,0
2025/26,28/11/2025,19:30,M'gladbach,RB Leipzig,0,0,D,,,,,,9,9,0,3,0,0
2025/26,29/11/2025,14:30,Bayern Munich,St Pauli,3,1,H,,,,,,5,8,1,1,0,0
2025/26,29/11/2025,14:30,Hoffenheim,Augsburg,3,0,H,,,,,,17,9,1,0,0,0
2025/26,29/11/2025,17:30,Leverkusen,Dortmund,1,2,A,,,,,,7,9,3,4,0,0
2025/26,29/11/2025,14:30,Union Berlin,Heidenheim,1,2,A,,,,,,13,10,3,2,0,0
2025/26,29/11/2025,14:30,Werder Bremen,FC Koln,1,1,D,,,,,,11,11,2,4,1,0
2025/26,30/11/2025,16:30,Ein Frankfurt,Wolfsburg,1,1,D,,,,,,7,9,1,4,0,0
2025/26,30/11/2025,18:30,Freiburg,Mainz,4,0,H,,,,,,9,12,0,2,0,1
2025/26,30/11/2025,14:30,Hamburg,Stuttgart,2,1,H,,,,,,16,12,2,4,1,0
2025/26,05/12/2025,19:30,Mainz,M'gladbach,0,1,A,,,,,,12,4,2,1,0,0
2025/26,06/12/2025,14:30,Augsburg,Leverkusen,2,0,H,,,,,,12,6,4,3,0,0
2025/26,06/12/2025,14:30,FC Koln,St Pauli,1,1,D,,,,,,6,6,0,1,0,0
2025/26,06/12/2025,14:30,Heidenheim,Freiburg,2,1,H,,,,,,11,10,2,1,0,0
2025/26,06/12/2025,17:30,RB Leipzig,Ein Frankfurt,6,0,H,,,,,,9,17,1,2,0,0
2025/26,06/12/2025,14:30,Stuttgart,Bayern Munich,0,5,A,,,,,,6,11,2,4,1,0
2025/26,06/12/2025,14:30,Wolfsburg,Union Berlin,3,1,H,,,,,,13,10,4,1,0,0
2025/26,07/12/2025,16:30,Dortmund,Hoffenheim,2,0,H,,,,,,7,9,0,2,0,0
2025/26,07/12/2025,14:30,Hamburg,Werder Bremen,3,2,H,,,,,,8,13,1,6,0,0
2025/26,12/12/2025,19:30,Union Berlin,RB Leipzig,3,1,H,,,,,,7,8,2,2,0,0
2025/26,13/12/2025,14:30,Ein Frankfurt,Augsburg,1,0,H,,,,,,14,10,2,3,0,0
2025/26,13/12/2025,14:30,Hoffenheim,Hamburg,4,1,H,,,,,,16,10,1,3,0,0
2025/26,13/12/2025,17:30,Leverkusen,FC Koln,2,0,H,,,,,,8,6,2,1,0,0
2025/26,13/12/2025,14:30,M'gladbach,Wolfsburg,1,3,A,,,,,,6,8,0,1,0,0
2025/26,13/12/2025,14:30,St Pauli,Heidenheim,2,1,H,,,,,,6,15,2,3,1,0
2025/26,14/12/2025,16:30,Bayern Munich,Mainz,2,2,D,,,,,,7,8,2,2,0,0
2025/26,14/12/2025,14:30,Freiburg,Dortmund,1,1,D,,,,,,11,10,3,2,0,1
2025/26,14/12/2025,18:30,Werder Bremen,Stuttgart,0,4,A,,,,,,11,6,2,0,1,0
2025/26,19/12/2025,19:30,Dortmund,M'gladbach,2,0,H,,,,,,15,13,2,1,0,0
2025/26,20/12/2025,14:30,Augsburg,Werder Bremen,0,0,D,,,,,,10,20,3,4,0,0
2025/26,20/12/2025,14:30,FC Koln,Union Berlin,0,1,A,,,,,,9,18,2,5,1,0
2025/26,20/12/2025,14:30,Hamburg,Ein Frankfurt,1,1,D,,,,,,8,12,0,0,0,0
2025/26,20/12/2025,17:30,RB Leipzig,Leverkusen,1,3,A,,,,,,10,12,1,2,0,0
2025/26,20/12/2025,14:30,Stuttgart,Hoffenheim,0,0,D,,,,,,10,17,3,2,0,0
2025/26,20/12/2025,14:30,Wolfsburg,Freiburg,3,4,A,,,,,,16,8,1,1,0,0
2025/26,21/12/2025,16:30,Heidenheim,Bayern Munich,0,4,A,,,,,,8,6,0,0,0,0
2025/26,21/12/2025,14:30,Mainz,St Pauli,0,0,D,,,,,,5,9,1,1,0,0
2025/26,09/01/2026,19:30,Ein Frankfurt,Dortmund,3,3,D,,,,,,14,6,3,3,0,0
2025/26,10/01/2026,14:30,Freiburg,Hamburg,2,1,H,,,,,,13,11,3,5,0,1
2025/26,10/01/2026,14:30,Heidenheim,FC Koln,2,2,D,,,,,,9,7,2,1,0,0
2025/26,10/01/2026,17:30,Leverkusen,Stuttgart,1,4,A,,,,,,13,11,4,2,0,0
2025/26,10/01/2026,14:30,Union Berlin,Mainz,2,2,D,,,,,,9,8,2,0,0,0
2025/26,11/01/2026,16:30,Bayern Munich,Wolfsburg,8,1,H,,,,,,7,6,0,1,0,0
2025/26,11/01/2026,14:30,M'gladbach,Augsburg,4,0,H,,,,,,16,9,0,1,0,0
2025/26,13/01/2026,19:30,Dortmund,Werder Bremen,3,0,H,,,,,,14,8,2,0,0,0
2025/26,13/01/2026,19:30,Mainz,Heidenheim,2,1,H,,,,,,11,10,2,2,0,0
2025/26,13/01/2026,17:30,Stuttgart,Ein Frankfurt,3,2,H,,,,,,8,15,2,2,0,0
2025/26,14/01/2026,19:30,FC Koln,Bayern Munich,1,3,A,,,,,,3,4,0,0,0,0
2025/26,14/01/2026,19:30,Hoffenheim,M'gladbach,5,1,H,,,,,,16,10,1,1,0,0
2025/26,14/01/2026,19:30,RB Leipzig,Freiburg,2,0,H,,,,,,12,16,0,4,0,0
2025/26,14/01/2026,17:30,Wolfsburg,St Pauli,2,1,H,,,,,,10,9,1,2,0,0
2025/26,15/01/2026,19:30,Augsburg,Union Berlin,1,1,D,,,,,,9,18,1,0,0,1
2025/26,16/01/2026,19:30,Werder Bremen,Ein Frankfurt,3,3,D,,,,,,8,15,1,4,0,0
2025/26,17/01/2026,14:30,Dortmund,St Pauli,3,2,H,,,,,,9,11,3,1,0,0
2025/26,17/01/2026,14:30,FC Koln,Mainz,2,1,H,,,,,,6,10,4,4,0,0
2025/26,17/01/2026,14:30,Hamburg,M'gladbach,0,0,D,,,,,,16,18,1,2,0,0
2025/26,17/01/2026,14:30,Hoffenheim,Leverkusen,1,0,H,,,,,,17,7,2,1,0,0
2025/26,17/01/2026,17:30,RB Leipzig,Bayern Munich,1,5,A,,,,,,7,6,1,0,0,0
2025/26,17/01/2026,14:30,Wolfsburg,Heidenheim,1,1,D,,,,,,10,12,4,3,0,0
2025/26,18/01/2026,16:30,Augsburg,Freiburg,2,2,D,,,,,,11,14,3,2,0,0
2025/26,18/01/2026,14:30,Stuttgart,Union Berlin,1,1,D,,,,,,6,11,1,1,0,0
2025/26,23/01/2026,19:30,St Pauli,Hamburg,0,0,D,,,,,,15,13,1,1,0,0
2025/26,24/01/2026,14:30,Bayern Munich,Augsburg,1,2,A,,,,,,10,5,1,1,0,0
2025/26,24/01/2026,14:30,Ein Frankfurt,Hoffenheim,1,3,A,,,,,,8,16,0,4,0,0
2025/26,24/01/2026,14:30,Heidenheim,RB Leipzig,0,3,A,,,,,,10,9,1,0,0,0
2025/26,24/01/2026,14:30,Leverkusen,Werder Bremen,1,0,H,,,,,,6,9,2,3,0,0
2025/26,24/01/2026,14:30,Mainz,Wolfsburg,3,1,H,,,,,,8,11,3,2,0,0
2025/26,24/01/2026,17:30,Union Berlin,Dortmund,0,3,A,,,,,,10,16,0,1,0,0
2025/26,25/01/2026,16:30,Freiburg,FC Koln,2,1,H,,,,,,5,9,1,2,0,0
2025/26,25/01/2026,14:30,M'gladbach,Stuttgart,0,3,A,,,,,,11,7,1,1,0,0
2025/26,27/01/2026,19:30,St Pauli,RB Leipzig,1,1,D,,,,,,6,8,0,1,0,0
2025/26,27/01/2026,19:30,Werder Bremen,Hoffenheim,0,2,A,,,,,,7,10,2,2,0,1
2025/26,30/01/2026,19:30,FC Koln,Wolfsburg,1,0,H,,,,,,8,16,1,4,0,0
2025/26,31/01/2026,14:30,Augsburg,St Pauli,2,1,H,,,,,,15,13,3,1,0,0
2025/26,31/01/2026,14:30,Ein Frankfurt,Leverkusen,1,3,A,,,,,,11,10,3,1,1,0
2025/26,31/01/2026,17:30,Hamburg,Bayern Munich,2,2,D,,,,,,12,16,6,4,0,0
2025/26,31/01/2026,14:30,Hoffenheim,Union Berlin,3,1,H,,,,,,11,18,2,2,0,0
2025/26,31/01/2026,14:30,RB Leipzig,Mainz,1,2,A,,,,,,4,13,0,4,0,0
2025/26,31/01/2026,14:30,Werder Bremen,M'gladbach,1,1,D,,,,,,10,14,0,1,0,0
2025/26,01/02/2026,16:30,Dortmund,Heidenheim,3,2,H,,,,,,11,11,2,2,0,0
2025/26,01/02/2026,14:30,Stuttgart,Freiburg,1,0,H,,,,,,14,14,3,1,0,0
2025/26,06/02/2026,19:30,Union Berlin,Ein Frankfurt,1,1,D,,,,,,9,11,4,3,0,1
2025/26,07/02/2026,14:30,Freiburg,Werder Bremen,1,0,H,,,,,,9,12,0,1,1,0
2025/26,07/02/2026,14:30,Heidenheim,Hamburg,0,2,A,,,,,,6,11,0,2,0,0
2025/26,07/02/2026,17:30,M'gladbach,Leverkusen,1,1,D,,,,,,7,11,2,3,0,0
2025/26,07/02/2026,14:30,Mainz,Augsburg,2,0,H,,,,,,12,10,2,2,0,0
2025/26,07/02/2026,14:30,St Pauli,Stuttgart,2,1,H,,,,,,9,10,0,2,0,0
2025/26,07/02/2026,14:30,Wolfsburg,Dortmund,1,2,A,,,,,,13,10,1,1,0,0
2025/26,08/02/2026,16:30,Bayern Munich,Hoffenheim,5,1,H,,,,,,11,9,2,2,0,1
2025/26,08/02/2026,14:30,FC Koln,RB Leipzig,1,2,A,,,,,,7,13,1,4,0,0
2025/26,13/02/2026,19:30,Dortmund,Mainz,4,0,H,,,,,,10,5,3,2,0,0
2025/26,14/02/2026,14:30,Ein Frankfurt,M'gladbach,3,0,H,,,,,,11,11,3,2,0,0
2025/26,14/02/2026,14:30,Hamburg,Union Berlin,3,2,H,,,,,,12,7,3,0,0,0
2025/26,14/02/2026,14:30,Hoffenheim,Freiburg,3,0,H,,,,,,8,6,3,1,0,0
2025/26,14/02/2026,14:30,Leverkusen,St Pauli,4,0,H,,,,,,7,11,0,1,0,0
2025/26,14/02/2026,17:30,Stuttgart,FC Koln,3,1,H,,,,,,10,10,4,1,0,0
2025/26,14/02/2026,14:30,Werder Bremen,Bayern Munich,0,3,A,,,,,,10,6,3,1,0,0
2025/26,15/02/2026,14:30,Augsburg,Heidenheim,1,0,H,,,,,,9,9,1,2,0,0
2025/26,15/02/2026,16:30,RB Leipzig,Wolfsburg,2,2,D,,,,,,6,10,1,2,0,0
2025/26,20/02/2026,19:30,Mainz,Hamburg,1,1,D,,,,,,16,13,3,2,0,0
2025/26,21/02/2026,14:30,Bayern Munich,Ein Frankfurt,3,2,H,,,,,,9,10,0,3,0,0
2025/26,21/02/2026,14:30,FC Koln,Hoffenheim,2,2,D,,,,,,6,12,1,3,0,0
2025/26,21/02/2026,17:30,RB Leipzig,Dortmund,2,2,D,,,,,,11,17,3,4,0,0
2025/26,21/02/2026,14:30,Union Berlin,Leverkusen,1,0,H,,,,,,15,7,5,2,0,0
2025/26,21/02/2026,14:30,Wolfsburg,Augsburg,2,3,A,,,,,,10,16,3,4,0,0
2025/26,22/02/2026,14:30,Freiburg,M'gladbach,2,1,H,,,,,,9,8,1,2,0,0
2025/26,22/02/2026,18:30,Heidenheim,Stuttgart,3,3,D,,,,,,13,7,1,2,0,0
2025/26,22/02/2026,16:30,St Pauli,Werder Bremen,2,1,H,,,,,,6,10,2,6,0,0
2025/26,27/02/2026,19:30,Augsburg,FC Koln,2,0,H,,,,,,15,4,4,1,0,0
2025/26,28/02/2026,17:30,Dortmund,Bayern Munich,2,3,A,,,,,,15,10,1,0,0,0
2025/26,28/02/2026,14:30,Hoffenheim,St Pauli,0,1,A,,,,,,13,7,1,2,0,0
2025/26,28/02/2026,14:30,Leverkusen,Mainz,1,1,D,,,,,,9,13,1,2,0,0
2025/26,28/02/2026,14:30,M'gladbach,Union Berlin,1,0,H,,,,,,5,18,4,5,0,0
2025/26,28/02/2026,14:30,Werder Bremen,Heidenheim,2,0,H,,,,,,14,9,1,0,0,0
2025/26,01/03/2026,16:30,Ein Frankfurt,Freiburg,2,0,H,,,,,,9,11,1,2,0,0
2025/26,01/03/2026,18:30,Hamburg,RB Leipzig,1,2,A,,,,,,8,12,3,2,0,0
2025/26,01/03/2026,14:30,Stuttgart,Wolfsburg,4,0,H,,,,,,5,17,1,0,0,0
2025/26,04/03/2026,19:30,Hamburg,Leverkusen,0,1,A,,,,,,12,11,0,2,0,0
2025/26,06/03/2026,19:30,Bayern Munich,M'gladbach,4,1,H,,,,,,7,12,1,0,0,1
2025/26,07/03/2026,17:30,FC Koln,Dortmund,1,2,A,,,,,,9,13,1,1,1,0
2025/26,07/03/2026,14:30,Freiburg,Leverkusen,3,3,D,,,,,,7,8,3,3,0,0
2025/26,07/03/2026,14:30,Heidenheim,Hoffenheim,2,4,A,,,,,,7,15,0,0,0,0
2025/26,07/03/2026,14:30,Mainz,Stuttgart,2,2,D,,,,,,7,12,0,2,0,0
2025/26,07/03/2026,14:30,RB Leipzig,Augsburg,2,1,H,,,,,,8,9,0,2,0,0
2025/26,07/03/2026,14:30,Wolfsburg,Hamburg,1,2,A,,,,,,18,6,3,3,1,0
2025/26,08/03/2026,14:30,St Pauli,Ein Frankfurt,0,0,D,,,,,,13,8,2,1,0,0
2025/26,08/03/2026,16:30,Union Berlin,Werder Bremen,1,4,A,,,,,,5,13,1,3,1,0
2025/26,13/03/2026,19:30,M'gladbach,St Pauli,2,0,H,,,,,,9,7,1,2,0,0
2025/26,14/03/2026,14:30,Dortmund,Augsburg,2,0,H,,,,,,7,7,0,0,0,0
2025/26,14/03/2026,14:30,Ein Frankfurt,Heidenheim,1,0,H,,,,,,5,9,3,2,1,0
2025/26,14/03/2026,17:30,Hamburg,FC Koln,1,1,D,,,,,,11,12,2,4,0,0
2025/26,14/03/2026,14:30,Hoffenheim,Wolfsburg,1,1,D,,,,,,10,10,0,3,0,0
2025/26,14/03/2026,14:30,Leverkusen,Bayern Munich,1,1,D,,,,,,12,13,3,4,0,2
2025/26,15/03/2026,16:30,Freiburg,Union Berlin,0,1,A,,,,,,6,19,0,2,0,0
2025/26,15/03/2026,18:30,Stuttgart,RB Leipzig,1,0,H,,,,,,5,16,1,2,0,0
2025/26,15/03/2026,14:30,Werder Bremen,Mainz,0,2,A,,,,,,7,7,2,1,0,0
2025/26,20/03/2026,19:30,RB Leipzig,Hoffenheim,5,0,H,,,,,,8,16,1,1,0,0
2025/26,21/03/2026,14:30,Bayern Munich,Union Berlin,4,0,H,,,,,,5,8,1,2,0,0
2025/26,21/03/2026,17:30,Dortmund,Hamburg,3,2,H,,,,,,10,8,2,3,0,0
2025/26,21/03/2026,14:30,FC Koln,M'gladbach,3,3,D,,,,,,8,14,8,2,1,0
2025/26,21/03/2026,14:30,Heidenheim,Leverkusen,3,3,D,,,,,,11,12,4,4,0,0
2025/26,21/03/2026,14:30,Wolfsburg,Werder Bremen,0,1,A,,,,,,16,6,3,0,1,0
2025/26,22/03/2026,18:30,Augsburg,Stuttgart,2,5,A,,,,,,11,14,1,3,0,0
2025/26,22/03/2026,14:30,Mainz,Ein Frankfurt,2,1,H,,,,,,12,5,2,1,0,0
2025/26,22/03/2026,16:30,St Pauli,Freiburg,1,2,A,,,,,,9,6,1,1,0,0
2025/26,04/04/2026,14:30,Freiburg,Bayern Munich,2,3,A,,,,,,9,13,3,3,0,0
2025/26,04/04/2026,14:30,Hamburg,Augsburg,1,1,D,,,,,,12,12,2,3,1,0
2025/26,04/04/2026,14:30,Hoffenheim,Mainz,1,2,A,,,,,,11,5,4,1,0,0
2025/26,04/04/2026,14:30,Leverkusen,Wolfsburg,6,3,H,,,,,,8,11,1,3,0,0
2025/26,04/04/2026,14:30,M'gladbach,Heidenheim,2,2,D,,,,,,12,11,4,0,0,0
2025/26,04/04/2026,17:30,Stuttgart,Dortmund,0,2,A,,,,,,10,12,2,4,0,0
2025/26,04/04/2026,14:30,Werder Bremen,RB Leipzig,1,2,A,,,,,,13,14,2,1,0,0
2025/26,05/04/2026,16:30,Ein Frankfurt,FC Koln,2,2,D,,,,,,10,7,1,2,0,0
2025/26,05/04/2026,14:30,Union Berlin,St Pauli,1,1,D,,,,,,10,8,0,2,0,1
2025/26,10/04/2026,19:30,Augsburg,Hoffenheim,2,2,D,,,,,,6,18,5,3,0,0
2025/26,11/04/2026,14:30,Dortmund,Leverkusen,0,1,A,,,,,,5,6,3,0,0,0
2025/26,11/04/2026,14:30,Heidenheim,Union Berlin,3,1,H,,,,,,7,13,0,2,0,0
2025/26,11/04/2026,14:30,RB Leipzig,M'gladbach,1,0,H,,,,,,9,6,4,1,0,0
2025/26,11/04/2026,17:30,St Pauli,Bayern Munich,0,5,A,,,,,,9,7,1,2,0,0
2025/26,11/04/2026,14:30,Wolfsburg,Ein Frankfurt,1,2,A,,,,,,9,8,2,1,0,0
2025/26,12/04/2026,14:30,FC Koln,Werder Bremen,3,1,H,,,,,,16,7,3,2,0,1
2025/26,12/04/2026,18:30,Mainz,Freiburg,0,1,A,,,,,,10,13,1,3,0,0
2025/26,12/04/2026,16:30,Stuttgart,Hamburg,4,0,H,,,,,,10,14,2,1,0,0
2025/26,17/04/2026,19:30,St Pauli,FC Koln,1,1,D,,,,,,6,2,4,1,0,0
2025/26,18/04/2026,17:30,Ein Frankfurt,RB Leipzig,1,3,A,,,,,,7,7,0,1,0,0
2025/26,18/04/2026,14:30,Hoffenheim,Dortmund,2,1,H,,,,,,14,11,2,3,0,0
2025/26,18/04/2026,14:30,Leverkusen,Augsburg,1,2,A,,,,,,5,8,2,1,0,0
2025/26,18/04/2026,14:30,Union Berlin,Wolfsburg,1,2,A,,,,,,13,15,1,1,0,0
2025/26,18/04/2026,14:30,Werder Bremen,Hamburg,3,1,H,,,,,,14,14,4,3,0,1
2025/26,19/04/2026,16:30,Bayern Munich,Stuttgart,4,2,H,,,,,,6,3,0,0,0,0
2025/26,19/04/2026,14:30,Freiburg,Heidenheim,2,1,H,,,,,,10,9,1,0,0,0
2025/26,19/04/2026,18:30,M'gladbach,Mainz,1,1,D,,,,,,12,8,5,2,0,0
2025/26,24/04/2026,19:30,RB Leipzig,Union Berlin,3,1,H,,,,,,6,10,1,1,0,0
2025/26,25/04/2026,14:30,Augsburg,Ein Frankfurt,1,1,D,,,,,,11,13,1,2,0,0
2025/26,25/04/2026,14:30,FC Koln,Leverkusen,1,2,A,,,,,,11,5,1,2,0,0
2025/26,25/04/2026,17:30,Hamburg,Hoffenheim,1,2,A,,,,,,11,18,2,4,0,0
2025/26,25/04/2026,14:30,Heidenheim,St Pauli,2,0,H,,,,,,7,6,0,1,0,0
2025/26,25/04/2026,14:30,Mainz,Bayern Munich,3,4,A,,,,,,14,10,1,2,0,0
2025/26,25/04/2026,14:30,Wolfsburg,M'gladbach,0,0,D,,,,,,11,5,1,3,0,1
2025/26,26/04/2026,16:30,Dortmund,Freiburg,4,0,H,,,,,,19,10,1,0,0,0
2025/26,26/04/2026,14:30,Stuttgart,Werder Bremen,1,1,D,,,,,,8,10,0,1,0,0
2025/26,02/05/2026,14:30,Bayern Munich,Heidenheim,3,3,D,,,,,,6,7,3,2,0,0
2025/26,02/05/2026,14:30,Ein Frankfurt,Hamburg,1,2,A,,,,,,13,5,6,1,1,0
2025/26,02/05/2026,14:30,Hoffenheim,Stuttgart,3,3,D,,,,,,18,9,3,1,0,1
2025/26,02/05/2026,17:30,Leverkusen,RB Leipzig,4,1,H,,,,,,7,12,1,3,0,0
2025/26,02/05/2026,14:30,Union Berlin,FC Koln,2,2,D,,,,,,7,10,2,3,0,0
2025/26,02/05/2026,14:30,Werder Bremen,Augsburg,1,3,A,,,,,,11,4,1,1,0,0
2025/26,03/05/2026,18:30,Freiburg,Wolfsburg,1,1,D,,,,,,5,11,1,1,0,0
2025/26,03/05/2026,16:30,M'gladbach,Dortmund,1,0,H,,,,,,14,17,3,1,0,0
2025/26,03/05/2026,14:30,St Pauli,Mainz,1,2,A,,,,,,10,8,3,1,0,0
2025/26,08/05/2026,19:30,Dortmund,Ein Frankfurt,3,2,H,,,,,,14,8,3,0,0,0
2025/26,09/05/2026,14:30,Augsburg,M'gladbach,3,1,H,,,,,,11,9,2,2,0,0
2025/26,09/05/2026,14:30,Hoffenheim,Werder Bremen,1,0,H,,,,,,4,3,1,2,0,1
2025/26,09/05/2026,14:30,RB Leipzig,St Pauli,2,1,H,,,,,,5,9,2,0,0,0
2025/26,09/05/2026,14:30,Stuttgart,Leverkusen,3,1,H,,,,,,13,8,2,1,0,0
2025/26,09/05/2026,17:30,Wolfsburg,Bayern Munich,0,1,A,,,,,,8,5,1,0,0,0
2025/26,10/05/2026,16:30,FC Koln,Heidenheim,1,3,A,,,,,,9,8,2,2,0,0
2025/26,10/05/2026,14:30,Hamburg,Freiburg,3,2,H,,,,,,15,8,2,2,0,0
2025/26,10/05/2026,18:30,Mainz,Union Berlin,1,3,A,,,,,,11,10,2,1,0,0
2025/26,16/05/2026,14:30,Bayern Munich,FC Koln,5,1,H,,,,,,6,4,1,1,0,0
2025/26,16/05/2026,14:30,Ein Frankfurt,Stuttgart,2,2,D,,,,,,14,12,2,3,0,0
2025/26,16/05/2026,14:30,Freiburg,RB Leipzig,4,1,H,,,,,,13,7,0,1,0,0
2025/26,16/05/2026,14:30,Heidenheim,Mainz,0,2,A,,,,,,8,12,1,1,0,0
2025/26,16/05/2026,14:30,Leverkusen,Hamburg,1,1,D,,,,,,8,11,1,2,0,0
2025/26,16/05/2026,14:30,M'gladbach,Hoffenheim,4,0,H,,,,,,11,15,4,6,0,1
2025/26,16/05/2026,14:30,St Pauli,Wolfsburg,1,3,A,,,,,,6,9,2,3,0,0
2025/26,16/05/2026,14:30,Union Berlin,Augsburg,4,0,H,,,,,,6,7,3,1,0,0
2025/26,16/05/2026,14:30,Werder Bremen,Dortmund,0,2,A,,,,,,8,5,0,0,0,0
2026/27,28/08/2026,19:30,Bayern Munich,Stuttgart,5,1,H,,,,,,10,17,1,3,0,0
2026/27,29/08/2026,17:30,Dortmund,Hamburg,2,0,H,Felix Zwayer,1,Felix Prigan,Benjamin Brand,Felix-Benjamin Schwermer,13,19,2,1,1,0
2026/27,29/08/2026,14:30,Elversberg,Leverkusen,3,2,H,Robert Hartmann,1,Tom Bauer,Guido Winkmann,Guido Kleve,18,15,3,2,0,0
2026/27,29/08/2026,14:30,FC Koln,Hoffenheim,3,2,H,Florian Badstübner,1,Lukas Benen,Patrick Hanslbauer,Christian Fischer,11,14,0,2,0,0
2026/27,29/08/2026,14:30,Mainz,Paderborn,0,0,D,Tobias Stieler,1,Martin Petersen,Dr. Matthias Jöllenbeck,Dr. Justus Zorn,8,10,1,2,0,0
2026/27,29/08/2026,14:30,RB Leipzig,M'gladbach,3,0,H,Sven Jablonski,1,Dr. Max Burda,Günter Perl,Frederick Assmuth,10,13,1,0,0,0
2026/27,29/08/2026,14:30,Union Berlin,Ein Frankfurt,3,3,D,Bastian Dankert,1,Konrad Oldhafer,Christian Dingert,Patrick Alt,11,10,2,4,0,0
2026/27,30/08/2026,16:30,Augsburg,Schalke 04,3,0,H,Sascha Stegemann,1,Tobias Reichel,Robert Schröder,Mike Pickel,5,6,1,0,0,1
2026/27,30/08/2026,14:30,Freiburg,Werder Bremen,4,1,H,Daniel Siebert,1,Daniel Schlager,Benjamin Cortus,Markus Häcker,13,16,1,1,0,0
