Stagione,Data,Ora,Casa,Ospite,GolCasa,GolOspite,Esito,Arbitro,Giornata,QuartoUomo,Var,Avar,FalliCasa,FalliOspite,GialliCasa,GialliOspite,RossiCasa,RossiOspite
2024/25,11/04/2025,17:30,Greuther Furth,FC Koln,1,1,D,,,,,,18,15,1,6,0,0
2024/25,11/04/2025,17:30,Hamburg,Braunschweig,2,4,A,,,,,,15,7,3,4,0,0
2024/25,12/04/2025,12:00,Hannover,Elversberg,1,3,A,,,,,,9,12,1,3,0,0
2024/25,12/04/2025,12:00,Hertha,Darmstadt,1,1,D,,,,,,13,11,2,3,0,0
2024/25,12/04/2025,19:30,Kaiserslautern,Nurnberg,1,2,A,,,,,,14,12,2,5,0,0
2024/25,12/04/2025,12:00,Ulm,Magdeburg,1,0,H,,,,,,16,9,3,2,0,0
2024/25,13/04/2025,12:30,Paderborn,Dusseldorf,1,2,A,,,,,,12,7,2,3,1,0
2024/25,13/04/2025,12:30,Preußen Münster,Karlsruhe,1,1,D,,,,,,18,11,5,1,0,0
2024/25,13/04/2025,12:30,Regensburg,Schalke 04,2,0,H,,,,,,12,11,2,4,0,0
2024/25,19/04/2025,12:00,Braunschweig,Kaiserslautern,2,0,H,,,,,,13,12,5,3,0,0
2024/25,19/04/2025,12:00,Elversberg,Dusseldorf,1,1,D,,,,,,3,7,0,1,0,0
2024/25,19/04/2025,12:00,Nurnberg,Paderborn,2,3,A,,,,,,10,17,3,4,0,0
2024/25,19/04/2025,19:30,Schalke 04,Hamburg,2,2,D,,,,,,8,12,3,3,1,0
2024/25,20/04/2025,12:30,Darmstadt,Hannover,3,1,H,,,,,,14,15,2,4,0,0
2024/25,20/04/2025,12:30,FC Koln,Preußen Münster,3,1,H,,,,,,15,13,1,1,0,0
2024/25,20/04/2025,12:30,Karlsruhe,Greuther Furth,1,0,H,,,,,,17,13,3,2,0,0
2024/25,20/04/2025,12:30,Magdeburg,Regensburg,3,0,H,,,,,,11,14,1,3,0,0
2024/25,20/04/2025,12:30,Ulm,Hertha,2,3,A,,,,,,16,11,2,3,0,0
2024/25,25/04/2025,17:30,Greuther Furth,Ulm,0,1,A,,,,,,11,17,2,2,0,0
2024/25,25/04/2025,17:30,Hertha,Magdeburg,1,1,D,,,,,,15,8,3,2,0,0
2024/25,26/04/2025,19:30,Dusseldorf,Nurnberg,3,3,D,,,,,,3,10,1,3,0,0
2024/25,26/04/2025,12:00,Paderborn,Elversberg,1,1,D,,,,,,12,13,1,2,0,0
2024/25,26/04/2025,12:00,Preußen Münster,Darmstadt,1,1,D,,,,,,13,6,4,3,0,0
2024/25,26/04/2025,12:00,Regensburg,Braunschweig,1,1,D,,,,,,12,11,1,2,0,0
2024/25,27/04/2025,12:30,Hamburg,Karlsruhe,1,2,A,,,,,,15,14,1,5,0,0
2024/25,27/04/2025,12:30,Hannover,FC Koln,1,0,H,,,,,,16,15,5,4,0,1
2024/25,27/04/2025,12:30,Kaiserslautern,Schalke 04,2,1,H,,,,,,9,16,1,1,0,0
2024/25,02/05/2025,17:30,Magdeburg,Preußen Münster,0,5,A,,,,,,17,14,4,2,0,0
2024/25,02/05/2025,17:30,Schalke 04,Paderborn,0,2,A,,,,,,9,11,2,0,0,0
2024/25,03/05/2025,12:00,Braunschweig,Dusseldorf,2,2,D,,,,,,11,8,1,2,0,0
2024/25,03/05/2025,12:00,Darmstadt,Hamburg,0,4,A,,,,,,9,21,3,3,0,0
2024/25,03/05/2025,19:30,FC Koln,Regensburg,1,1,D,,,,,,9,18,0,1,0,0
2024/25,03/05/2025,12:00,Ulm,Hannover,1,2,A,,,,,,17,14,3,2,0,1
2024/25,04/05/2025,12:30,Hertha,Greuther Furth,1,0,H,,,,,,15,13,2,1,0,0
2024/25,04/05/2025,12:30,Karlsruhe,Kaiserslautern,2,2,D,,,,,,5,12,1,1,0,0
2024/25,04/05/2025,12:30,Nurnberg,Elversberg,1,3,A,,,,,,13,16,5,1,0,0
2024/25,09/05/2025,17:30,Nurnberg,FC Koln,1,2,A,,,,,,11,7,4,1,0,0
2024/25,09/05/2025,17:30,Preußen Münster,Hertha,2,0,H,,,,,,16,13,4,1,0,1
2024/25,10/05/2025,12:00,Dusseldorf,Schalke 04,2,0,H,,,,,,6,14,2,1,0,0
2024/25,10/05/2025,12:00,Elversberg,Braunschweig,3,0,H,,,,,,6,12,0,2,0,0
2024/25,10/05/2025,19:30,Hamburg,Ulm,6,1,H,,,,,,10,5,3,1,0,0
2024/25,10/05/2025,12:00,Paderborn,Magdeburg,2,1,H,,,,,,9,6,0,2,0,0
2024/25,11/05/2025,12:30,Hannover,Greuther Furth,1,1,D,,,,,,15,11,5,1,0,0
2024/25,11/05/2025,12:30,Kaiserslautern,Darmstadt,2,1,H,,,,,,8,15,2,3,0,0
2024/25,11/05/2025,12:30,Regensburg,Karlsruhe,2,2,D,,,,,,13,10,0,3,0,0
2024/25,18/05/2025,14:30,Braunschweig,Nurnberg,1,4,A,,,,,,9,2,1,1,0,0
2024/25,18/05/2025,14:30,Darmstadt,Regensburg,3,1,H,,,,,,13,10,2,0,0,0
2024/25,18/05/2025,14:30,FC Koln,Kaiserslautern,4,0,H,,,,,,10,13,0,2,0,0
2024/25,18/05/2025,14:30,Greuther Furth,Hamburg,3,2,H,,,,,,13,13,4,1,0,0
2024/25,18/05/2025,14:30,Hertha,Hannover,1,1,D,,,,,,12,11,1,2,0,0
2024/25,18/05/2025,14:30,Karlsruhe,Paderborn,3,0,H,,,,,,5,9,0,2,0,0
2024/25,18/05/2025,14:30,Magdeburg,Dusseldorf,4,2,H,,,,,,6,9,2,3,0,0
2024/25,18/05/2025,14:30,Schalke 04,Elversberg,1,2,A,,,,,,14,8,2,2,0,0
2024/25,18/05/2025,14:30,Ulm,Preußen Münster,2,2,D,,,,,,12,12,1,5,0,0
2025/26,01/08/2025,19:30,Schalke 04,Hertha,2,1,H,,,,,,19,12,7,1,1,0
2025/26,02/08/2025,19:30,Bielefeld,Dusseldorf,5,1,H,,,,,,12,14,4,4,0,1
2025/26,02/08/2025,12:00,Darmstadt,Bochum,4,1,H,,,,,,12,14,2,3,0,0
2025/26,02/08/2025,12:00,Elversberg,Nurnberg,1,0,H,,,,,,16,23,2,3,0,0
2025/26,02/08/2025,12:00,Karlsruhe,Preußen Münster,3,2,H,,,,,,17,17,3,3,0,1
2025/26,02/08/2025,12:00,Paderborn,Holstein Kiel,2,1,H,,,,,,13,12,1,3,0,0
2025/26,03/08/2025,12:30,Greuther Furth,Dynamo Dresden,3,2,H,,,,,,8,11,1,0,0,0
2025/26,03/08/2025,12:30,Hannover,Kaiserslautern,1,0,H,,,,,,13,14,2,3,0,0
2025/26,03/08/2025,12:30,Magdeburg,Braunschweig,0,1,A,,,,,,17,11,4,1,0,1
2025/26,08/08/2025,17:30,Nurnberg,Darmstadt,0,1,A,,,,,,11,15,2,2,0,0
2025/26,08/08/2025,17:30,Preußen Münster,Paderborn,1,1,D,,,,,,10,17,0,0,0,0
2025/26,09/08/2025,12:00,Braunschweig,Greuther Furth,3,2,H,,,,,,11,11,2,3,0,0
2025/26,09/08/2025,12:00,Dusseldorf,Hannover,0,2,A,,,,,,18,14,6,4,0,0
2025/26,09/08/2025,12:00,Dynamo Dresden,Magdeburg,1,2,A,,,,,,10,14,1,3,0,0
2025/26,09/08/2025,19:30,Kaiserslautern,Schalke 04,1,0,H,,,,,,8,16,4,4,0,0
2025/26,10/08/2025,12:30,Bochum,Elversberg,2,0,H,,,,,,24,11,8,5,0,1
2025/26,10/08/2025,12:30,Hertha,Karlsruhe,0,0,D,,,,,,8,11,0,1,0,0
2025/26,10/08/2025,12:30,Holstein Kiel,Bielefeld,0,2,A,,,,,,13,15,0,6,0,1
2025/26,22/08/2025,17:30,Elversberg,Kaiserslautern,2,1,H,,,,,,22,10,3,2,0,0
2025/26,22/08/2025,17:30,Preußen Münster,Nurnberg,2,1,H,,,,,,20,13,3,6,0,0
2025/26,23/08/2025,12:00,Hannover,Magdeburg,3,1,H,,,,,,22,11,3,4,0,0
2025/26,23/08/2025,12:00,Karlsruhe,Braunschweig,2,0,H,,,,,,23,14,3,4,0,1
2025/26,23/08/2025,12:00,Paderborn,Dusseldorf,1,2,A,,,,,,12,8,2,2,1,0
2025/26,23/08/2025,19:30,Schalke 04,Bochum,2,1,H,,,,,,6,6,0,3,0,0
2025/26,24/08/2025,12:30,Bielefeld,Dynamo Dresden,1,2,A,,,,,,13,17,3,3,1,0
2025/26,24/08/2025,12:30,Darmstadt,Hertha,0,0,D,,,,,,12,17,1,1,0,0
2025/26,24/08/2025,12:30,Greuther Furth,Holstein Kiel,0,2,A,,,,,,13,18,3,8,0,0
2025/26,29/08/2025,17:30,Hertha,Elversberg,0,2,A,,,,,,15,7,6,2,1,0
2025/26,29/08/2025,17:30,Nurnberg,Paderborn,0,0,D,,,,,,12,10,3,4,0,0
2025/26,30/08/2025,12:00,Bochum,Preußen Münster,1,2,A,,,,,,21,13,3,3,0,0
2025/26,30/08/2025,12:00,Braunschweig,Bielefeld,1,1,D,,,,,,16,12,3,3,0,0
2025/26,30/08/2025,19:30,Dusseldorf,Karlsruhe,0,0,D,,,,,,9,10,1,3,0,0
2025/26,30/08/2025,12:00,Holstein Kiel,Hannover,1,2,A,,,,,,23,16,2,3,0,0
2025/26,31/08/2025,12:30,Dynamo Dresden,Schalke 04,0,1,A,,,,,,11,10,1,4,0,0
2025/26,31/08/2025,12:30,Kaiserslautern,Darmstadt,3,1,H,,,,,,8,11,2,2,0,0
2025/26,31/08/2025,12:30,Magdeburg,Greuther Furth,4,5,A,,,,,,16,10,5,4,1,0
2025/26,12/09/2025,17:30,Bielefeld,Magdeburg,2,0,H,,,,,,13,12,1,2,0,0
2025/26,12/09/2025,17:30,Paderborn,Bochum,1,0,H,,,,,,7,11,1,4,0,0
2025/26,13/09/2025,12:00,Darmstadt,Braunschweig,2,1,H,,,,,,11,11,2,2,0,1
2025/26,13/09/2025,19:30,Hannover,Hertha,0,3,A,,,,,,13,19,2,5,0,0
2025/26,13/09/2025,12:00,Karlsruhe,Nurnberg,2,1,H,,,,,,8,9,2,1,0,0
2025/26,13/09/2025,12:00,Schalke 04,Holstein Kiel,0,1,A,,,,,,17,13,0,3,0,0
2025/26,14/09/2025,12:30,Elversberg,Dynamo Dresden,2,2,D,,,,,,8,12,0,4,0,0
2025/26,14/09/2025,12:30,Greuther Furth,Kaiserslautern,0,3,A,,,,,,9,15,1,6,1,0
2025/26,14/09/2025,12:30,Preußen Münster,Dusseldorf,1,2,A,,,,,,14,9,3,2,0,0
2025/26,19/09/2025,17:30,Bielefeld,Greuther Furth,1,3,A,,,,,,11,22,2,1,0,0
2025/26,19/09/2025,17:30,Kaiserslautern,Preußen Münster,4,1,H,,,,,,19,12,3,4,0,0
2025/26,20/09/2025,12:00,Braunschweig,Elversberg,1,4,A,,,,,,13,15,4,6,1,0
2025/26,20/09/2025,12:00,Hertha,Paderborn,0,2,A,,,,,,12,8,4,1,0,0
2025/26,20/09/2025,12:00,Magdeburg,Schalke 04,0,2,A,,,,,,15,14,2,1,0,0
2025/26,20/09/2025,19:30,Nurnberg,Bochum,2,1,H,,,,,,9,12,1,5,0,0
2025/26,21/09/2025,12:30,Dusseldorf,Darmstadt,0,3,A,,,,,,11,15,0,0,0,0
2025/26,21/09/2025,12:30,Dynamo Dresden,Hannover,2,2,D,,,,,,15,12,3,1,1,0
2025/26,21/09/2025,12:30,Holstein Kiel,Karlsruhe,3,0,H,,,,,,14,15,5,3,0,0
2025/26,26/09/2025,17:30,Darmstadt,Dynamo Dresden,2,0,H,,,,,,15,13,2,1,0,0
2025/26,26/09/2025,17:30,Schalke 04,Greuther Furth,1,0,H,,,,,,8,15,2,2,0,0
2025/26,27/09/2025,19:30,Bochum,Dusseldorf,0,1,A,,,,,,15,14,5,3,0,0
2025/26,27/09/2025,12:00,Elversberg,Holstein Kiel,1,0,H,,,,,,11,14,4,2,0,0
2025/26,27/09/2025,12:00,Karlsruhe,Magdeburg,1,0,H,,,,,,10,13,1,6,0,0
2025/26,27/09/2025,12:00,Paderborn,Kaiserslautern,2,0,H,,,,,,9,9,2,0,0,1
2025/26,28/09/2025,12:30,Hannover,Bielefeld,3,1,H,,,,,,16,11,2,1,0,0
2025/26,28/09/2025,12:30,Nurnberg,Hertha,0,3,A,,,,,,12,22,2,3,0,0
2025/26,28/09/2025,12:30,Preußen Münster,Braunschweig,3,1,H,,,,,,16,16,3,4,0,0
2025/26,03/10/2025,17:30,Braunschweig,Paderborn,1,2,A,,,,,,16,14,3,2,0,0
2025/26,03/10/2025,17:30,Dusseldorf,Nurnberg,2,3,A,,,,,,14,11,3,2,0,0
2025/26,04/10/2025,19:30,Dynamo Dresden,Karlsruhe,3,3,D,,,,,,10,12,1,1,0,0
2025/26,04/10/2025,12:00,Hertha,Preußen Münster,2,1,H,,,,,,12,9,4,3,0,0
2025/26,04/10/2025,12:00,Holstein Kiel,Darmstadt,1,1,D,,,,,,9,13,1,1,0,0
2025/26,04/10/2025,12:00,Kaiserslautern,Bochum,3,2,H,,,,,,9,13,2,5,0,0
2025/26,05/10/2025,12:30,Bielefeld,Schalke 04,1,2,A,,,,,,16,13,3,2,0,0
2025/26,05/10/2025,12:30,Greuther Furth,Hannover,2,2,D,,,,,,9,14,2,1,0,0
2025/26,05/10/2025,12:30,Magdeburg,Elversberg,0,4,A,,,,,,12,6,1,2,0,0
2025/26,17/10/2025,17:30,Dusseldorf,Braunschweig,1,2,A,,,,,,12,10,1,2,0,0
2025/26,17/10/2025,17:30,Hannover,Schalke 04,0,3,A,,,,,,7,20,0,2,0,0
2025/26,18/10/2025,19:30,Bochum,Hertha,3,2,H,,,,,,22,9,3,3,0,0
2025/26,18/10/2025,12:00,Karlsruhe,Kaiserslautern,2,3,A,,,,,,17,13,6,4,0,0
2025/26,18/10/2025,12:00,Paderborn,Bielefeld,4,3,H,,,,,,20,15,5,3,0,0
2025/26,18/10/2025,12:00,Preußen Münster,Dynamo Dresden,2,2,D,,,,,,23,13,2,3,0,1
2025/26,19/10/2025,12:30,Darmstadt,Magdeburg,0,0,D,,,,,,15,16,2,1,1,0
2025/26,19/10/2025,12:30,Elversberg,Greuther Furth,6,0,H,,,,,,10,11,1,3,0,0
2025/26,19/10/2025,12:30,Nurnberg,Holstein Kiel,1,1,D,,,,,,8,16,3,1,0,0
2025/26,24/10/2025,17:30,Greuther Furth,Karlsruhe,1,4,A,,,,,,7,18,0,3,0,0
2025/26,24/10/2025,17:30,Schalke 04,Darmstadt,1,0,H,,,,,,16,13,5,1,0,0
2025/26,25/10/2025,12:00,Bielefeld,Elversberg,2,0,H,,,,,,13,12,2,2,0,0
2025/26,25/10/2025,12:00,Dynamo Dresden,Paderborn,1,2,A,,,,,,9,14,2,2,0,0
2025/26,25/10/2025,19:30,Hertha,Dusseldorf,1,0,H,,,,,,12,7,2,2,0,0
2025/26,25/10/2025,12:00,Holstein Kiel,Bochum,1,1,D,,,,,,7,18,1,5,0,0
2025/26,26/10/2025,12:30,Braunschweig,Hannover,0,3,A,,,,,,9,17,2,5,1,0
2025/26,26/10/2025,12:30,Kaiserslautern,Nurnberg,1,1,D,,,,,,17,16,3,3,0,0
2025/26,26/10/2025,12:30,Magdeburg,Preußen Münster,2,0,H,,,,,,15,15,1,4,0,0
2025/26,31/10/2025,17:30,Elversberg,Hannover,2,2,D,,,,,,13,15,3,2,0,0
2025/26,31/10/2025,17:30,Preußen Münster,Holstein Kiel,2,1,H,,,,,,18,18,5,4,0,0
2025/26,01/11/2025,19:30,Darmstadt,Bielefeld,2,2,D,,,,,,14,12,4,1,0,0
2025/26,01/11/2025,12:00,Hertha,Dynamo Dresden,2,0,H,,,,,,16,9,0,0,0,0
2025/26,01/11/2025,12:00,Karlsruhe,Schalke 04,2,1,H,,,,,,13,15,4,5,0,0
2025/26,01/11/2025,12:00,Nurnberg,Braunschweig,2,1,H,,,,,,13,13,2,3,0,1
2025/26,02/11/2025,12:30,Bochum,Magdeburg,2,0,H,,,,,,10,5,2,4,0,0
2025/26,02/11/2025,12:30,Dusseldorf,Kaiserslautern,1,1,D,,,,,,14,12,4,2,0,0
2025/26,02/11/2025,12:30,Paderborn,Greuther Furth,2,1,H,,,,,,15,18,1,3,0,0
2025/26,07/11/2025,17:30,Dynamo Dresden,Nurnberg,1,2,A,,,,,,12,18,3,3,0,0
2025/26,07/11/2025,17:30,Greuther Furth,Preußen Münster,1,0,H,,,,,,9,12,1,4,0,0
2025/26,08/11/2025,12:00,Bielefeld,Karlsruhe,4,0,H,,,,,,7,11,0,2,0,0
2025/26,08/11/2025,12:00,Hannover,Darmstadt,2,3,A,,,,,,16,12,2,1,0,0
2025/26,08/11/2025,19:30,Kaiserslautern,Hertha,0,1,A,,,,,,9,13,2,3,0,0
2025/26,08/11/2025,12:00,Schalke 04,Elversberg,1,0,H,,,,,,17,12,4,2,0,0
2025/26,09/11/2025,12:30,Braunschweig,Bochum,0,2,A,,,,,,10,10,3,3,0,0
2025/26,09/11/2025,12:30,Holstein Kiel,Dusseldorf,1,0,H,,,,,,9,16,1,3,0,0
2025/26,09/11/2025,12:30,Magdeburg,Paderborn,0,1,A,,,,,,10,14,4,4,0,0
2025/26,21/11/2025,17:30,Bochum,Dynamo Dresden,1,2,A,,,,,,1,10,0,3,0,0
2025/26,21/11/2025,17:30,Hertha,Braunschweig,1,0,H,,,,,,14,12,1,3,0,0
2025/26,22/11/2025,19:30,Darmstadt,Greuther Furth,4,2,H,,,,,,13,9,2,3,0,0
2025/26,22/11/2025,12:00,Dusseldorf,Magdeburg,2,1,H,,,,,,17,10,4,1,0,0
2025/26,22/11/2025,12:00,Paderborn,Hannover,0,2,A,,,,,,12,5,0,1,0,0
2025/26,22/11/2025,12:00,Preußen Münster,Schalke 04,0,0,D,,,,,,7,20,1,5,1,0
2025/26,23/11/2025,12:30,Kaiserslautern,Holstein Kiel,4,1,H,,,,,,14,16,2,5,0,1
2025/26,23/11/2025,12:30,Karlsruhe,Elversberg,2,3,A,,,,,,15,13,3,1,0,0
2025/26,23/11/2025,12:30,Nurnberg,Bielefeld,2,0,H,,,,,,12,12,3,3,0,0
2025/26,28/11/2025,17:30,Hannover,Karlsruhe,3,0,H,,,,,,12,8,2,1,0,0
2025/26,28/11/2025,17:30,Schalke 04,Paderborn,2,1,H,,,,,,7,14,2,4,0,0
2025/26,29/11/2025,12:00,Braunschweig,Kaiserslautern,2,0,H,,,,,,16,18,2,5,0,0
2025/26,29/11/2025,12:00,Greuther Furth,Bochum,0,3,A,,,,,,13,13,2,0,0,0
2025/26,29/11/2025,12:00,Holstein Kiel,Hertha,0,1,A,,,,,,13,14,2,6,0,0
2025/26,29/11/2025,19:30,Magdeburg,Nurnberg,3,0,H,,,,,,12,7,3,3,0,1
2025/26,30/11/2025,12:30,Bielefeld,Preußen Münster,1,2,A,,,,,,16,18,3,6,0,0
2025/26,30/11/2025,12:30,Dynamo Dresden,Dusseldorf,2,1,H,,,,,,12,13,1,2,0,0
2025/26,30/11/2025,12:30,Elversberg,Darmstadt,0,0,D,,,,,,8,12,0,1,0,0
2025/26,05/12/2025,17:30,Dusseldorf,Schalke 04,0,2,A,,,,,,15,8,7,1,1,0
2025/26,05/12/2025,17:30,Preußen Münster,Hannover,2,2,D,,,,,,13,17,4,3,0,0
2025/26,06/12/2025,12:00,Bochum,Bielefeld,1,0,H,,,,,,22,12,5,2,0,0
2025/26,06/12/2025,19:30,Darmstadt,Karlsruhe,3,2,H,,,,,,6,10,1,2,0,0
2025/26,06/12/2025,12:00,Kaiserslautern,Dynamo Dresden,3,1,H,,,,,,11,9,3,4,0,0
2025/26,06/12/2025,12:00,Paderborn,Elversberg,1,2,A,,,,,,19,5,4,1,1,0
2025/26,07/12/2025,12:30,Braunschweig,Holstein Kiel,1,1,D,,,,,,13,17,1,5,1,1
2025/26,07/12/2025,12:30,Hertha,Magdeburg,0,2,A,,,,,,16,7,0,3,0,0
2025/26,07/12/2025,12:30,Nurnberg,Greuther Furth,2,2,D,,,,,,12,17,2,3,0,0
2025/26,12/12/2025,17:30,Dynamo Dresden,Braunschweig,2,3,A,,,,,,8,13,3,4,0,0
2025/26,12/12/2025,17:30,Greuther Furth,Hertha,3,3,D,,,,,,13,12,2,3,0,0
2025/26,13/12/2025,12:00,Bielefeld,Kaiserslautern,0,0,D,,,,,,19,10,1,1,0,0
2025/26,13/12/2025,19:30,Hannover,Bochum,0,0,D,,,,,,4,17,0,4,0,0
2025/26,13/12/2025,12:00,Karlsruhe,Paderborn,0,4,A,,,,,,14,8,5,2,2,0
2025/26,13/12/2025,12:00,Magdeburg,Holstein Kiel,3,3,D,,,,,,11,14,2,3,0,0
2025/26,14/12/2025,12:30,Darmstadt,Preußen Münster,1,0,H,,,,,,10,9,2,2,0,0
2025/26,14/12/2025,12:30,Elversberg,Dusseldorf,1,0,H,,,,,,7,20,1,3,0,0
2025/26,14/12/2025,12:30,Schalke 04,Nurnberg,1,0,H,,,,,,18,16,3,3,0,0
2025/26,19/12/2025,17:30,Hertha,Bielefeld,1,1,D,,,,,,12,16,3,2,1,0
2025/26,19/12/2025,17:30,Paderborn,Darmstadt,2,2,D,,,,,,14,9,2,1,0,0
2025/26,20/12/2025,12:00,Bochum,Karlsruhe,2,2,D,,,,,,7,10,2,0,0,0
2025/26,20/12/2025,12:00,Dusseldorf,Greuther Furth,2,1,H,,,,,,11,5,4,2,0,0
2025/26,20/12/2025,19:30,Holstein Kiel,Dynamo Dresden,2,1,H,,,,,,7,8,0,1,0,0
2025/26,20/12/2025,12:00,Kaiserslautern,Magdeburg,2,3,A,,,,,,9,16,6,5,0,0
2025/26,21/12/2025,12:30,Braunschweig,Schalke 04,2,1,H,,,,,,13,13,0,1,0,0
2025/26,21/12/2025,12:30,Nurnberg,Hannover,2,1,H,,,,,,14,9,4,2,0,0
2025/26,21/12/2025,12:30,Preußen Münster,Elversberg,1,1,D,,,,,,19,11,2,2,0,0
2025/26,16/01/2026,17:30,Braunschweig,Magdeburg,0,3,A,,,,,,12,12,3,3,0,0
2025/26,16/01/2026,17:30,Dusseldorf,Bielefeld,1,0,H,,,,,,12,17,0,0,0,0
2025/26,17/01/2026,12:00,Dynamo Dresden,Greuther Furth,2,0,H,,,,,,11,14,3,3,0,0
2025/26,17/01/2026,19:30,Hertha,Schalke 04,0,0,D,,,,,,10,13,4,2,0,0
2025/26,17/01/2026,12:00,Nurnberg,Elversberg,3,2,H,,,,,,10,13,5,1,0,0
2025/26,17/01/2026,12:00,Preußen Münster,Karlsruhe,0,2,A,,,,,,11,11,0,3,1,0
2025/26,18/01/2026,12:30,Bochum,Darmstadt,3,3,D,,,,,,10,8,1,2,0,0
2025/26,18/01/2026,12:30,Holstein Kiel,Paderborn,2,0,H,,,,,,12,18,3,3,0,0
2025/26,18/01/2026,12:30,Kaiserslautern,Hannover,3,1,H,,,,,,12,14,1,2,0,1
2025/26,23/01/2026,17:30,Bielefeld,Holstein Kiel,2,2,D,,,,,,10,16,1,3,0,1
2025/26,23/01/2026,17:30,Darmstadt,Nurnberg,2,0,H,,,,,,8,7,1,0,0,0
2025/26,24/01/2026,12:00,Greuther Furth,Braunschweig,0,0,D,,,,,,11,18,3,2,1,0
2025/26,24/01/2026,12:00,Hannover,Dusseldorf,2,1,H,,,,,,17,10,2,4,0,1
2025/26,24/01/2026,12:00,Karlsruhe,Hertha,2,2,D,,,,,,7,13,3,2,0,0
2025/26,24/01/2026,19:30,Magdeburg,Dynamo Dresden,1,2,A,,,,,,9,9,2,0,0,0
2025/26,25/01/2026,12:30,Elversberg,Bochum,1,1,D,,,,,,9,12,0,0,0,0
2025/26,25/01/2026,12:30,Paderborn,Preußen Münster,2,1,H,,,,,,9,10,1,3,0,1
2025/26,25/01/2026,12:30,Schalke 04,Kaiserslautern,2,2,D,,,,,,12,16,1,1,0,0
2025/26,30/01/2026,17:30,Magdeburg,Hannover,1,2,A,,,,,,11,18,1,4,0,0
2025/26,30/01/2026,17:30,Nurnberg,Preußen Münster,1,1,D,,,,,,7,15,2,4,0,0
2025/26,31/01/2026,12:00,Bochum,Schalke 04,2,0,H,,,,,,15,13,4,0,0,0
2025/26,31/01/2026,12:00,Braunschweig,Karlsruhe,1,0,H,,,,,,10,9,4,5,0,0
2025/26,31/01/2026,12:00,Holstein Kiel,Greuther Furth,1,2,A,,,,,,13,17,4,1,0,0
2025/26,31/01/2026,19:30,Kaiserslautern,Elversberg,1,3,A,,,,,,10,15,4,3,1,0
2025/26,01/02/2026,12:30,Dusseldorf,Paderborn,2,1,H,,,,,,10,12,2,3,0,1
2025/26,01/02/2026,12:30,Dynamo Dresden,Bielefeld,1,1,D,,,,,,13,12,2,3,1,0
2025/26,01/02/2026,12:30,Hertha,Darmstadt,2,2,D,,,,,,9,15,0,4,1,0
2025/26,06/02/2026,17:30,Greuther Furth,Magdeburg,4,5,A,,,,,,13,17,1,2,0,0
2025/26,06/02/2026,17:30,Preußen Münster,Bochum,1,1,D,,,,,,15,14,2,2,0,0
2025/26,07/02/2026,19:30,Darmstadt,Kaiserslautern,4,0,H,,,,,,8,17,1,2,0,0
2025/26,07/02/2026,12:00,Elversberg,Hertha,0,3,A,,,,,,9,13,1,2,0,0
2025/26,07/02/2026,12:00,Paderborn,Nurnberg,2,1,H,,,,,,16,14,2,3,0,1
2025/26,07/02/2026,12:00,Schalke 04,Dynamo Dresden,2,2,D,,,,,,15,9,2,2,0,0
2025/26,08/02/2026,12:30,Bielefeld,Braunschweig,3,2,H,,,,,,13,11,1,3,0,0
2025/26,08/02/2026,12:30,Hannover,Holstein Kiel,3,1,H,,,,,,12,18,0,3,0,0
2025/26,08/02/2026,12:30,Karlsruhe,Dusseldorf,1,1,D,,,,,,13,15,1,2,0,0
2025/26,13/02/2026,17:30,Dusseldorf,Preußen Münster,0,0,D,,,,,,9,12,3,4,0,0
2025/26,13/02/2026,17:30,Nurnberg,Karlsruhe,5,1,H,,,,,,11,14,1,3,0,0
2025/26,14/02/2026,12:00,Braunschweig,Darmstadt,2,2,D,,,,,,10,7,1,1,0,0
2025/26,14/02/2026,19:30,Dynamo Dresden,Elversberg,1,2,A,,,,,,14,13,3,3,0,0
2025/26,14/02/2026,12:00,Hertha,Hannover,2,3,A,,,,,,14,11,1,0,0,0
2025/26,14/02/2026,12:00,Kaiserslautern,Greuther Furth,1,0,H,,,,,,14,14,2,3,0,0
2025/26,15/02/2026,12:30,Bochum,Paderborn,0,0,D,,,,,,15,9,2,3,0,0
2025/26,15/02/2026,12:30,Holstein Kiel,Schalke 04,1,2,A,,,,,,19,12,3,1,0,0
2025/26,15/02/2026,12:30,Magdeburg,Bielefeld,0,2,A,,,,,,8,14,2,2,0,0
2025/26,20/02/2026,17:30,Bochum,Nurnberg,1,1,D,,,,,,13,9,1,3,0,0
2025/26,20/02/2026,17:30,Greuther Furth,Bielefeld,2,1,H,,,,,,11,18,2,3,0,0
2025/26,21/02/2026,12:00,Darmstadt,Dusseldorf,2,1,H,,,,,,12,14,4,0,0,1
2025/26,21/02/2026,12:00,Elversberg,Braunschweig,3,1,H,,,,,,7,12,1,1,0,0
2025/26,21/02/2026,12:00,Karlsruhe,Holstein Kiel,3,1,H,,,,,,23,12,5,5,0,0
2025/26,21/02/2026,19:30,Schalke 04,Magdeburg,5,3,H,,,,,,19,8,2,0,0,0
2025/26,22/02/2026,12:30,Hannover,Dynamo Dresden,0,0,D,,,,,,15,13,2,3,0,0
2025/26,22/02/2026,12:30,Paderborn,Hertha,5,2,H,,,,,,9,15,0,1,0,0
2025/26,22/02/2026,12:30,Preußen Münster,Kaiserslautern,2,3,A,,,,,,18,13,3,3,0,0
